symbol,net_profitability_results_error_message,simulation_results_error_message,simulation_results_decision_outcome
ALGO/USDT,V2: ALGO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ALGO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XRP/USDT,V2: XRP/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XRP/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ETC/USDT,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ETC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ZIL/USDT,V2: ZIL/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ZIL/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ONE/USDT,V2: ONE/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ONE/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
LINK/USDT,V2: LINK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: LINK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BAT/USDT,V2: BAT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BAT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XEM/USDT,V2: XEM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XEM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XLM/USDT,V2: XLM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XLM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ATOM/USDT,V2: ATOM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ATOM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BCH/USDT,V2: BCH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BCH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ADA/USDT,V2: ADA/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ADA/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
CHR/USDT,V2: CHR/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: CHR/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XRP/USDT,V2: XRP/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XRP/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BCH/USDT,V2: BCH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BCH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
LINK/USDT,V2: LINK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: LINK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ALGO/USDT,V2: ALGO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ALGO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XEM/USDT,V2: XEM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XEM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
QTUM/USDT,V2: QTUM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: QTUM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
RUNE/USDT,V2: RUNE/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: RUNE/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ONE/USDT,V2: ONE/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ONE/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FET/USDT,V2: FET/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FET/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
VET/USDT,V2: VET/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: VET/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
CHR/USDT,V2: CHR/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: CHR/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XRP/USDT,V2: XRP/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XRP/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
QTUM/USDT,V2: QTUM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: QTUM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BCH/USDT,V2: BCH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BCH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
VET/USDT,V2: VET/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: VET/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
CHR/USDT,V2: CHR/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: CHR/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XRP/USDT,V2: XRP/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XRP/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DOGE/USDT,V2: DOGE/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DOGE/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XLM/USDT,V2: XLM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XLM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ADA/USDT,V2: ADA/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ADA/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
POL/USDT,V2: POL/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: POL/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ALGO/USDT,V2: ALGO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ALGO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XRP/USDT,V2: XRP/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XRP/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DOGE/USDT,V2: DOGE/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DOGE/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XLM/USDT,V2: XLM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XLM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BCH/USDT,V2: BCH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BCH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ADA/USDT,V2: ADA/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ADA/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
POL/USDT,V2: POL/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: POL/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ALGO/USDT,V2: ALGO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ALGO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XRP/USDT,V2: XRP/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XRP/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DOGE/USDT,V2: DOGE/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DOGE/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XLM/USDT,V2: XLM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XLM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
COTI/USDT,V2: COTI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: COTI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FET/USDT,V2: FET/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FET/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
VET/USDT,V2: VET/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: VET/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
LINK/USDT,V2: LINK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: LINK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BAT/USDT,V2: BAT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BAT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DOGE/USDT,V2: DOGE/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DOGE/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
RUNE/USDT,V2: RUNE/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: RUNE/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ONE/USDT,V2: ONE/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ONE/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BCH/USDT,V2: BCH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BCH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
CHR/USDT,V2: CHR/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: CHR/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FET/USDT,V2: FET/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FET/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XRP/USDT,V2: XRP/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XRP/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XEM/USDT,V2: XEM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XEM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
SWAP/USDT,V2: SWAP/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: SWAP/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FET/USDT,V2: FET/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FET/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
POL/USDT,V2: POL/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: POL/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
CHR/USDT,V2: CHR/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: CHR/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BAT/USDT,V2: BAT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BAT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XEM/USDT,V2: XEM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XEM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
CRO/USDT,V2: CRO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: CRO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BCH/USDT,V2: BCH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BCH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ADA/USDT,V2: ADA/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ADA/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
LINK/USDT,V2: LINK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: LINK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BAT/USDT,V2: BAT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BAT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
XEM/USDT,V2: XEM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: XEM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
CRO/USDT,V2: CRO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: CRO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
OM/USDT,V2: OM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: OM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
SOL/USDT,V2: SOL/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: SOL/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FET/USDT,V2: FET/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FET/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
POL/USDT,V2: POL/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: POL/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BAT/USDT,V2: BAT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BAT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
OM/USDT,V2: OM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: OM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
SOL/USDT,V2: SOL/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: SOL/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ADA/USDT,V2: ADA/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ADA/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
LINK/USDT,V2: LINK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: LINK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ALGO/USDT,V2: ALGO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ALGO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FRM/USDT,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FRM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
OM/USDT,V2: OM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: OM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
SOL/USDT,V2: SOL/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: SOL/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
FET/USDT,V2: FET/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: FET/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
